"Time","TempC"
"2009-01-07 17:50:00",-8.42
"2009-01-07 18:50:00",-7.75166666666667
"2009-01-07 19:50:00",-7.71166666666667
"2009-01-07 20:50:00",-8.385
"2009-01-07 21:50:00",-9.23
"2009-01-07 22:50:00",-10.11
"2009-01-07 23:50:00",-10.7533333333333
"2009-01-08 00:50:00",-11.1633333333333
"2009-01-08 01:50:00",-11.9433333333333
"2009-01-08 02:50:00",-12.27
"2009-01-08 03:50:00",-13
"2009-01-08 04:50:00",-11.975
"2009-01-08 05:50:00",-12.0766666666667
"2009-01-08 06:50:00",-11.2433333333333
"2009-01-08 07:50:00",-10.2766666666667
"2009-01-08 08:50:00",-10.0333333333333
"2009-01-08 09:50:00",-9.20333333333333
"2009-01-08 10:50:00",-6.92666666666667
"2009-01-08 11:50:00",-6.88333333333333
"2009-01-08 12:50:00",-6.01
"2009-01-08 13:50:00",-4.32333333333333
"2009-01-08 14:50:00",-4.90833333333333
"2009-01-08 15:50:00",-4.94833333333333
"2009-01-08 16:50:00",-6.57833333333333
"2009-01-08 17:50:00",-8.20333333333333
"2009-01-08 18:50:00",-9.28666666666667
"2009-01-08 19:50:00",-10.49
"2009-01-08 20:50:00",-11.0283333333333
"2009-01-08 21:50:00",-11.585
"2009-01-08 22:50:00",-12.67
"2009-01-08 23:50:00",-13.5933333333333
"2009-01-09 00:50:00",-14.23
"2009-01-09 01:50:00",-14.7283333333333
"2009-01-09 02:50:00",-15.415
"2009-01-09 03:50:00",-16.0083333333333
"2009-01-09 04:50:00",-16.57
"2009-01-09 05:50:00",-16.49
"2009-01-09 06:50:00",-16.8133333333333
"2009-01-09 07:50:00",-16.8183333333333
"2009-01-09 08:50:00",-16.78
"2009-01-09 09:50:00",-16.2533333333333
"2009-01-09 10:50:00",-13.8633333333333
"2009-01-09 11:50:00",-11.8733333333333
"2009-01-09 12:50:00",-9.185
"2009-01-09 13:50:00",-5.87333333333333
"2009-01-09 14:50:00",-4.69166666666667
"2009-01-09 15:50:00",-4.68666666666667
"2009-01-09 16:50:00",-6.785
"2009-01-09 17:50:00",-8.49666666666667
"2009-01-09 18:50:00",-9.525
"2009-01-09 19:50:00",-10.905
"2009-01-09 20:50:00",-11.8483333333333
"2009-01-09 21:50:00",-12.09
"2009-01-09 22:50:00",-12.4716666666667
"2009-01-09 23:50:00",-12.8333333333333
"2009-01-10 00:50:00",-13.79
"2009-01-10 01:50:00",-13.9266666666667
"2009-01-10 02:50:00",-14.4433333333333
"2009-01-10 03:50:00",-14.4883333333333
"2009-01-10 04:50:00",-14.79
"2009-01-10 05:50:00",-15.2383333333333
"2009-01-10 06:50:00",-15.485
"2009-01-10 07:50:00",-15.3583333333333
"2009-01-10 08:50:00",-15.2116666666667
"2009-01-10 09:50:00",-14.8116666666667
"2009-01-10 10:50:00",-11.78
"2009-01-10 11:50:00",-8.99833333333333
"2009-01-10 12:50:00",-6.60666666666667
"2009-01-10 13:50:00",-4.38333333333333
"2009-01-10 14:50:00",-3.445
"2009-01-10 15:50:00",-2.79666666666667
"2009-01-10 16:50:00",-4.99333333333333
"2009-01-10 17:50:00",-7.01833333333333
"2009-01-10 18:50:00",-8.31
"2009-01-10 19:50:00",-9.58833333333333
"2009-01-10 20:50:00",-9.515
"2009-01-10 21:50:00",-10.35
"2009-01-10 22:50:00",-11.2716666666667
"2009-01-10 23:50:00",-10.8783333333333
"2009-01-11 00:50:00",-10.84
"2009-01-11 01:50:00",-12.0633333333333
"2009-01-11 02:50:00",-11.975
"2009-01-11 03:50:00",-12.48
"2009-01-11 04:50:00",-13.565
"2009-01-11 05:50:00",-12.775
"2009-01-11 06:50:00",-12.6466666666667
"2009-01-11 07:50:00",-13.1316666666667
"2009-01-11 08:50:00",-12.8583333333333
"2009-01-11 09:50:00",-11.0883333333333
"2009-01-11 10:50:00",-9.44833333333333
"2009-01-11 11:50:00",-8.41
"2009-01-11 12:50:00",-5.805
"2009-01-11 13:50:00",-3.355
"2009-01-11 14:50:00",-2.6
"2009-01-11 15:50:00",-0.916666666666667
"2009-01-11 16:50:00",-1.86666666666667
"2009-01-11 17:50:00",-4.48
"2009-01-11 18:50:00",-5.97166666666667
"2009-01-11 19:50:00",-7.28166666666667
"2009-01-11 20:50:00",-8.52666666666667
"2009-01-11 21:50:00",-8.27
"2009-01-11 22:50:00",-8.86833333333333
"2009-01-11 23:50:00",-9.13666666666667
"2009-01-12 00:50:00",-8.98166666666667
"2009-01-12 01:50:00",-8.58166666666667
"2009-01-12 02:50:00",-8.61333333333333
"2009-01-12 03:50:00",-9.13666666666667
"2009-01-12 04:50:00",-9.77833333333333
"2009-01-12 05:50:00",-10.6516666666667
"2009-01-12 06:50:00",-10.1833333333333
"2009-01-12 07:50:00",-9.35666666666667
"2009-01-12 08:50:00",-9.22166666666667
"2009-01-12 09:50:00",-8.54666666666667
"2009-01-12 10:50:00",-7.055
"2009-01-12 11:50:00",-4.99333333333333
"2009-01-12 12:50:00",-2.30333333333333
"2009-01-12 13:50:00",0.53
"2009-01-12 14:50:00",1.435
"2009-01-12 15:50:00",1.80166666666667
"2009-01-12 16:50:00",-0.366666666666667
"2009-01-12 17:50:00",-2.07666666666667
"2009-01-12 18:50:00",-3.13833333333333
"2009-01-12 19:50:00",-3.13166666666667
"2009-01-12 20:50:00",-3.51166666666667
"2009-01-12 21:50:00",-3.81833333333333
"2009-01-12 22:50:00",-4.70833333333333
"2009-01-12 23:50:00",-4.84833333333333
"2009-01-13 00:50:00",-5.065
"2009-01-13 01:50:00",-4.555
"2009-01-13 02:50:00",-4.68833333333333
"2009-01-13 03:50:00",-4.805
"2009-01-13 04:50:00",-4.93333333333333
"2009-01-13 05:50:00",-4.73333333333333
"2009-01-13 06:50:00",-4.08166666666667
"2009-01-13 07:50:00",-3.73166666666667
"2009-01-13 08:50:00",-3.41
"2009-01-13 09:50:00",-1.935
"2009-01-13 10:50:00",-0.545
"2009-01-13 11:50:00",1.925
"2009-01-13 12:50:00",3.00333333333333
"2009-01-13 13:50:00",4.29833333333333
"2009-01-13 14:50:00",4.42666666666667
"2009-01-13 15:50:00",3.84166666666667
"2009-01-13 16:50:00",1.81333333333333
"2009-01-13 17:50:00",0.0333333333333333
"2009-01-13 18:50:00",-1.54666666666667
"2009-01-13 19:50:00",-1.975
"2009-01-13 20:50:00",-2.02166666666667
"2009-01-13 21:50:00",-3.14833333333333
"2009-01-13 22:50:00",-4.09333333333333
"2009-01-13 23:50:00",-4.35
"2009-01-14 00:50:00",-4.94166666666667
"2009-01-14 01:50:00",-6.26666666666667
"2009-01-14 02:50:00",-7.73333333333333
"2009-01-14 03:50:00",-6.92
"2009-01-14 04:50:00",-9.49833333333333
"2009-01-14 05:50:00",-9.82
"2009-01-14 06:50:00",-9.47666666666667
"2009-01-14 07:50:00",-10.16
"2009-01-14 08:50:00",-10.275
"2009-01-14 09:50:00",-8.98166666666667
"2009-01-14 10:50:00",-7.11333333333333
"2009-01-14 11:50:00",-5.61333333333333
"2009-01-14 12:50:00",-3.73166666666667
"2009-01-14 13:50:00",-0.928333333333333
"2009-01-14 14:50:00",-1.6
"2009-01-14 15:50:00",-1.445
"2009-01-14 16:50:00",-1.415
"2009-01-14 17:50:00",-1.52166666666667
"2009-01-14 18:50:00",-1.67
"2009-01-14 19:50:00",-1.82
"2009-01-14 20:50:00",-1.45666666666667
"2009-01-14 21:50:00",-0.613333333333333
"2009-01-14 22:50:00",0.218333333333333
"2009-01-14 23:50:00",0.276666666666667
"2009-01-15 00:50:00",0.386666666666667
"2009-01-15 01:50:00",0.588333333333333
"2009-01-15 02:50:00",0.146666666666667
"2009-01-15 03:50:00",0.0616666666666667
"2009-01-15 04:50:00",-0.338333333333333
"2009-01-15 05:50:00",-0.0933333333333333
"2009-01-15 06:50:00",0.0516666666666667
"2009-01-15 07:50:00",-0.09
"2009-01-15 08:50:00",-0.0733333333333333
"2009-01-15 09:50:00",0.255
"2009-01-15 10:50:00",0.458333333333333
"2009-01-15 11:50:00",1.545
"2009-01-15 12:50:00",2.11666666666667
"2009-01-15 13:50:00",2.205
"2009-01-15 14:50:00",2.81833333333333
"2009-01-15 15:50:00",3.415
"2009-01-15 16:50:00",1.65
"2009-01-15 17:50:00",0.0233333333333333
"2009-01-15 18:50:00",-1.05333333333333
"2009-01-15 19:50:00",-2.06833333333333
"2009-01-15 20:50:00",-2.99
"2009-01-15 21:50:00",-3.38
"2009-01-15 22:50:00",-3.37833333333333
"2009-01-15 23:50:00",-3.72
"2009-01-16 00:50:00",-4.02666666666667
"2009-01-16 01:50:00",-4.3
"2009-01-16 02:50:00",-4.82666666666667
"2009-01-16 03:50:00",-4.975
"2009-01-16 04:50:00",-5.16333333333333
"2009-01-16 05:50:00",-4.94333333333333
"2009-01-16 06:50:00",-4.52
"2009-01-16 07:50:00",-4.315
"2009-01-16 08:50:00",-4.42333333333333
"2009-01-16 09:50:00",-4.45
"2009-01-16 10:50:00",-4.38
"2009-01-16 11:50:00",-3.60833333333333
"2009-01-16 12:50:00",-2.36833333333333
"2009-01-16 13:50:00",-0.645
"2009-01-16 14:50:00",0.205
"2009-01-16 15:50:00",1.06333333333333
"2009-01-16 16:50:00",-0.0766666666666667
"2009-01-16 17:50:00",-0.78
"2009-01-16 18:50:00",-1.01166666666667
"2009-01-16 19:50:00",-1.63666666666667
"2009-01-16 20:50:00",-1.79666666666667
"2009-01-16 21:50:00",-2.065
"2009-01-16 22:50:00",-2.25333333333333
"2009-01-16 23:50:00",-2.28166666666667
"2009-01-17 00:50:00",-2.55833333333333
"2009-01-17 01:50:00",-2.58
"2009-01-17 02:50:00",-2.21833333333333
"2009-01-17 03:50:00",-1.98
"2009-01-17 04:50:00",-2.05833333333333
"2009-01-17 05:50:00",-2.1
"2009-01-17 06:50:00",-2.01166666666667
"2009-01-17 07:50:00",-1.36333333333333
"2009-01-17 08:50:00",-1.19
"2009-01-17 09:50:00",-0.86
"2009-01-17 10:50:00",-0.0416666666666667
"2009-01-17 11:50:00",0.311666666666667
"2009-01-17 12:50:00",1.00166666666667
"2009-01-17 13:50:00",1.485
"2009-01-17 14:50:00",1.78833333333333
"2009-01-17 15:50:00",2.125
"2009-01-17 16:50:00",1.96833333333333
"2009-01-17 17:50:00",1.71166666666667
"2009-01-17 18:50:00",1.60333333333333
"2009-01-17 19:50:00",1.23666666666667
"2009-01-17 20:50:00",1.12666666666667
"2009-01-17 21:50:00",1.22166666666667
"2009-01-17 22:50:00",2.13166666666667
"2009-01-17 23:50:00",2.20166666666667
"2009-01-18 00:50:00",1.875
"2009-01-18 01:50:00",1.695
"2009-01-18 02:50:00",1.485
"2009-01-18 03:50:00",1.285
"2009-01-18 04:50:00",0.671666666666667
"2009-01-18 05:50:00",-0.138333333333333
"2009-01-18 06:50:00",0.136666666666667
"2009-01-18 07:50:00",0.783333333333333
"2009-01-18 08:50:00",1.61166666666667
"2009-01-18 09:50:00",2.38166666666667
"2009-01-18 10:50:00",2.93166666666667
"2009-01-18 11:50:00",4.26
"2009-01-18 12:50:00",5.025
"2009-01-18 13:50:00",4.57666666666667
"2009-01-18 14:50:00",3.86333333333333
"2009-01-18 15:50:00",3.35666666666667
"2009-01-18 16:50:00",2.9
"2009-01-18 17:50:00",2.98833333333333
"2009-01-18 18:50:00",3.165
"2009-01-18 19:50:00",3.665
"2009-01-18 20:50:00",3.46666666666667
"2009-01-18 21:50:00",3.24833333333333
"2009-01-18 22:50:00",3.19166666666667
"2009-01-18 23:50:00",3.08333333333333
"2009-01-19 00:50:00",2.50166666666667
"2009-01-19 01:50:00",1.66833333333333
"2009-01-19 02:50:00",1.11166666666667
"2009-01-19 03:50:00",1.075
"2009-01-19 04:50:00",0.866666666666667
"2009-01-19 05:50:00",1.20166666666667
"2009-01-19 06:50:00",1.41
"2009-01-19 07:50:00",1.10166666666667
"2009-01-19 08:50:00",0.5
"2009-01-19 09:50:00",0.646666666666667
"2009-01-19 10:50:00",1.47166666666667
"2009-01-19 11:50:00",2.52833333333333
"2009-01-19 12:50:00",3.30333333333333
"2009-01-19 13:50:00",3.57333333333333
"2009-01-19 14:50:00",3.67666666666667
"2009-01-19 15:50:00",3.38166666666667
"2009-01-19 16:50:00",3.59333333333333
"2009-01-19 17:50:00",3.6
"2009-01-19 18:50:00",3.71666666666667
"2009-01-19 19:50:00",3.85
"2009-01-19 20:50:00",3.615
"2009-01-19 21:50:00",4.11833333333333
"2009-01-19 22:50:00",4.09166666666667
"2009-01-19 23:50:00",3.99166666666667
"2009-01-20 00:50:00",4.24833333333333
"2009-01-20 01:50:00",4.58333333333333
"2009-01-20 02:50:00",5.995
"2009-01-20 03:50:00",6.54666666666667
"2009-01-20 04:50:00",6.08333333333333
"2009-01-20 05:50:00",5.75166666666667
"2009-01-20 06:50:00",4.99666666666667
"2009-01-20 07:50:00",4.69666666666667
"2009-01-20 08:50:00",4.22166666666667
"2009-01-20 09:50:00",3.72
"2009-01-20 10:50:00",4
"2009-01-20 11:50:00",3.92166666666667
"2009-01-20 12:50:00",4.41
"2009-01-20 13:50:00",4.33333333333333
"2009-01-20 14:50:00",4.34166666666667
"2009-01-20 15:50:00",4.06
"2009-01-20 16:50:00",3.34833333333333
"2009-01-20 17:50:00",2.46166666666667
"2009-01-20 18:50:00",1.36333333333333
"2009-01-20 19:50:00",0.116666666666667
"2009-01-20 20:50:00",-0.7
"2009-01-20 21:50:00",-1.21
"2009-01-20 22:50:00",-2.20833333333333
"2009-01-20 23:50:00",-2.67666666666667
"2009-01-21 00:50:00",-2.99
"2009-01-21 01:50:00",-2.95666666666667
"2009-01-21 02:50:00",-3.23833333333333
"2009-01-21 03:50:00",-2.90166666666667
"2009-01-21 04:50:00",-2.47
"2009-01-21 05:50:00",-2.94
"2009-01-21 06:50:00",-2.87333333333333
"2009-01-21 07:50:00",-3.08833333333333
"2009-01-21 08:50:00",-2.51166666666667
"2009-01-21 09:50:00",-2.15666666666667
"2009-01-21 10:50:00",-1.59
"2009-01-21 11:50:00",-0.813333333333333
"2009-01-21 12:50:00",0.035
"2009-01-21 13:50:00",0.671666666666667
"2009-01-21 14:50:00",0.891666666666667
"2009-01-21 15:50:00",1.11166666666667
"2009-01-21 16:50:00",0.92
"2009-01-21 17:50:00",0.448333333333333
"2009-01-21 18:50:00",0.11
"2009-01-21 19:50:00",-1.10833333333333
"2009-01-21 20:50:00",-1.87666666666667
"2009-01-21 21:50:00",-1.87
"2009-01-21 22:50:00",-2.61333333333333
"2009-01-21 23:50:00",-3.34333333333333
"2009-01-22 00:50:00",-3.66
"2009-01-22 01:50:00",-3.78666666666667
"2009-01-22 02:50:00",-3.43833333333333
"2009-01-22 03:50:00",-3.47
"2009-01-22 04:50:00",-3.25666666666667
"2009-01-22 05:50:00",-3.25833333333333
"2009-01-22 06:50:00",-3.45833333333333
"2009-01-22 07:50:00",-3.325
"2009-01-22 08:50:00",-3.24833333333333
"2009-01-22 09:50:00",-2.68166666666667
"2009-01-22 10:50:00",-0.958333333333333
"2009-01-22 11:50:00",0.82
"2009-01-22 12:50:00",1.88833333333333
"2009-01-22 13:50:00",2.49
"2009-01-22 14:50:00",2.67
"2009-01-22 15:50:00",2.635
"2009-01-22 16:50:00",1.75166666666667
"2009-01-22 17:50:00",0.731666666666667
"2009-01-22 18:50:00",-0.205
"2009-01-22 19:50:00",-1.05
"2009-01-22 20:50:00",-1.045
"2009-01-22 21:50:00",-1.26166666666667
"2009-01-22 22:50:00",-1.21833333333333
"2009-01-22 23:50:00",-0.681666666666667
"2009-01-23 00:50:00",-1.00333333333333
"2009-01-23 01:50:00",-1.16833333333333
"2009-01-23 02:50:00",-1.455
"2009-01-23 03:50:00",-1.475
"2009-01-23 04:50:00",-1.32333333333333
"2009-01-23 05:50:00",-1.23333333333333
"2009-01-23 06:50:00",-1.41
"2009-01-23 07:50:00",-1.51166666666667
"2009-01-23 08:50:00",-0.976666666666667
"2009-01-23 09:50:00",-0.313333333333333
"2009-01-23 10:50:00",0.56
"2009-01-23 11:50:00",2.00333333333333
"2009-01-23 12:50:00",2.875
"2009-01-23 13:50:00",0.69
"2009-01-23 14:50:00",1.05166666666667
"2009-01-23 15:50:00",1.72166666666667
"2009-01-23 16:50:00",2.605
"2009-01-23 17:50:00",4.41
"2009-01-23 18:50:00",5.15166666666667
"2009-01-23 19:50:00",5.36
"2009-01-23 20:50:00",5.25333333333333
"2009-01-23 21:50:00",5.69
"2009-01-23 22:50:00",5.11333333333333
"2009-01-23 23:50:00",4.435
"2009-01-24 00:50:00",2.865
"2009-01-24 01:50:00",1.24833333333333
"2009-01-24 02:50:00",1.395
"2009-01-24 03:50:00",2.29666666666667
"2009-01-24 04:50:00",2.49666666666667
"2009-01-24 05:50:00",2.345
"2009-01-24 06:50:00",2.23666666666667
"2009-01-24 07:50:00",2.12166666666667
"2009-01-24 08:50:00",1.98
"2009-01-24 09:50:00",2.385
"2009-01-24 10:50:00",3.53833333333333
"2009-01-24 11:50:00",3.84
"2009-01-24 12:50:00",4.02833333333333
"2009-01-24 13:50:00",4.96833333333333
"2009-01-24 14:50:00",4.81333333333333
"2009-01-24 15:50:00",3.965
"2009-01-24 16:50:00",3.475
"2009-01-24 17:50:00",2.925
"2009-01-24 18:50:00",3.07166666666667
"2009-01-24 19:50:00",2.59333333333333
"2009-01-24 20:50:00",1.7
"2009-01-24 21:50:00",0.723333333333333
"2009-01-24 22:50:00",0.531666666666667
"2009-01-24 23:50:00",0.385
"2009-01-25 00:50:00",0.278333333333333
"2009-01-25 01:50:00",0.373333333333333
"2009-01-25 02:50:00",0.523333333333333
"2009-01-25 03:50:00",0.843333333333333
"2009-01-25 04:50:00",0.636666666666667
"2009-01-25 05:50:00",-0.251666666666667
"2009-01-25 06:50:00",-0.528333333333333
"2009-01-25 07:50:00",-0.496666666666667
"2009-01-25 08:50:00",-0.671666666666667
"2009-01-25 09:50:00",-0.0383333333333333
"2009-01-25 10:50:00",0.63
"2009-01-25 11:50:00",2.08833333333333
"2009-01-25 12:50:00",3.735
"2009-01-25 13:50:00",5.51166666666667
"2009-01-25 14:50:00",5.07333333333333
"2009-01-25 15:50:00",5.93
"2009-01-25 16:50:00",5.075
"2009-01-25 17:50:00",2.86833333333333
"2009-01-25 18:50:00",1.15333333333333
"2009-01-25 19:50:00",-0.273333333333333
"2009-01-25 20:50:00",-1.21666666666667
"2009-01-25 21:50:00",-1.95166666666667
"2009-01-25 22:50:00",-2.63
"2009-01-25 23:50:00",-3.02833333333333
"2009-01-26 00:50:00",-3.39333333333333
"2009-01-26 01:50:00",-3.40833333333333
"2009-01-26 02:50:00",-3.865
"2009-01-26 03:50:00",-4.27166666666667
"2009-01-26 04:50:00",-4.26666666666667
"2009-01-26 05:50:00",-4.92166666666667
"2009-01-26 06:50:00",-5.42
"2009-01-26 07:50:00",-5.66833333333333
"2009-01-26 08:50:00",-5.765
"2009-01-26 09:50:00",-5.39
"2009-01-26 10:50:00",-4.45166666666667
"2009-01-26 11:50:00",-3.565
"2009-01-26 12:50:00",-2.92166666666667
"2009-01-26 13:50:00",-2.51166666666667
"2009-01-26 14:50:00",-2.52666666666667
"2009-01-26 15:50:00",-2.53666666666667
"2009-01-26 16:50:00",-2.575
"2009-01-26 17:50:00",-2.32
"2009-01-26 18:50:00",-2.06166666666667
"2009-01-26 19:50:00",-1.73
"2009-01-26 20:50:00",-1.54333333333333
"2009-01-26 21:50:00",-1.40333333333333
"2009-01-26 22:50:00",-1.21
"2009-01-26 23:50:00",-1.10666666666667
"2009-01-27 00:50:00",-1.14833333333333
"2009-01-27 01:50:00",-1.19666666666667
"2009-01-27 02:50:00",-1.28833333333333
"2009-01-27 03:50:00",-1.175
"2009-01-27 04:50:00",-1.19666666666667
"2009-01-27 05:50:00",-1.09833333333333
"2009-01-27 06:50:00",-1.08666666666667
"2009-01-27 07:50:00",-1.09666666666667
"2009-01-27 08:50:00",-1.11
"2009-01-27 09:50:00",-1.12833333333333
"2009-01-27 10:50:00",-1.165
"2009-01-27 11:50:00",-1.23666666666667
"2009-01-27 12:50:00",-1.305
"2009-01-27 13:50:00",-1.38166666666667
"2009-01-27 14:50:00",-1.33333333333333
"2009-01-27 15:50:00",-1.41833333333333
"2009-01-27 16:50:00",-1.425
"2009-01-27 17:50:00",-1.46166666666667
"2009-01-27 18:50:00",-1.58666666666667
"2009-01-27 19:50:00",-1.66
"2009-01-27 20:50:00",-1.69
"2009-01-27 21:50:00",-1.73666666666667
"2009-01-27 22:50:00",-1.67
"2009-01-27 23:50:00",-1.66666666666667
"2009-01-28 00:50:00",-1.68666666666667
"2009-01-28 01:50:00",-1.695
"2009-01-28 02:50:00",-1.65333333333333
"2009-01-28 03:50:00",-1.74833333333333
"2009-01-28 04:50:00",-2.19
"2009-01-28 05:50:00",-2.56666666666667
